filtered-0-temperature,filtered-0-rainfall,filtered-0-humidity,filtered-0-crime_overall,filtered-0-oil_price,filtered-0-exchange_taiwan,filtered-0-exchange_usa,unfiltered-month=1,unfiltered-month=2,unfiltered-month=6,unfiltered-month=8,unfiltered-month=9,unfiltered-day_of_week=Saturday,unfiltered-day_of_week=Monday,unfiltered-day_of_week=Tuesday,unfiltered-day_of_week=Wednesday,unfiltered-Holiday_China=Z,unfiltered-Holiday_China=C,unfiltered-Holiday_China=D,unfiltered-Holiday_China=E,unfiltered-Holiday_China=G,unfiltered-Holiday_China=B,unfiltered-Holiday_Taiwan=Z,unfiltered-Holiday_Taiwan=B,unfiltered-Holiday_Macau=C,unfiltered-Holiday_Macau=D,unfiltered-Holiday_Macau=H,unfiltered-Holiday_SouthKorea=R,unfiltered-max_signal=0,unfiltered-typhoon_present_binarized,unfiltered-typhoon_high_signal_binarized,y,predicted_y,difference,percentage_diff
-1.908522,-0.262314,-3.218966,0.223592,-0.104312,-1.296244,-0.831911,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,106872,152808.1430170802,-45936.143017080205,-42.98239297204151
-1.766237,-0.262314,-1.971546,0.223592,-0.137658,-1.265558,-0.703592,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,138857,162732.99904607897,-23875.99904607897,-17.194667208767992
-1.644279,-0.262314,-0.902329,0.223592,-0.186287,-1.37296,-0.727652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,216023,179954.91755638813,36068.08244361187,16.69640845817893
-1.29873,-0.215057,-1.169633,0.223592,-0.184898,-1.357617,-0.88805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,215746,189796.05070376224,25949.949296237755,12.028009463089816
-1.01416,-0.195367,0.8797,0.223592,-0.375942,-1.357617,-0.683542,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,204279,183888.28672268032,20390.71327731968,9.981796110867823
-1.217424,-0.260384,0.8797,0.223592,-0.375942,-1.357617,-0.491065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,190254,183740.95156001922,6513.048439980776,3.4233437614876827
-1.766237,-0.258376,-0.189517,0.223592,-0.081039,-1.418989,-0.607353,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,177035,165112.28043002833,11922.719569971669,6.734668043026333
-1.989827,-0.262314,-1.347836,0.223592,-0.271736,-1.342274,-0.835921,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,152827,155214.90120590528,-2387.9012059052766,-1.5624864754953487
-1.786563,-0.262314,-0.99143,0.223592,-0.318976,-1.265558,-0.92414,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,132302,129728.92214440965,2573.0778555903526,1.9448518205245215
-1.441015,-0.262314,-1.704242,0.223592,-0.449928,-1.234872,-0.92013,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,134618,132153.93077104565,2464.0692289543513,1.8304158648578581
-1.827216,-0.262314,-1.169633,0.223592,-0.466948,-1.250215,-0.759732,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,145132,135650.31035827703,9481.689641722973,6.533148886340003
-2.132112,-0.262314,-2.951662,0.223592,-0.375942,-1.250215,-0.827901,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,143082,175500.73114553586,-32418.731145535858,-22.65744897718501
-2.03048,-0.262314,-2.684358,0.223592,-0.375942,-1.250215,-0.739682,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,146249,143751.5004608469,2497.4995391530974,1.7077036691895995
-1.745911,-0.262314,-1.169633,0.223592,-0.356837,-1.296244,-0.835921,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,125294,129877.92965941629,-4583.929659416288,-3.658538844171539
-1.400362,-0.260384,-0.456822,0.223592,-0.177951,-1.219528,-0.699582,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,107603,112578.60837448027,-4975.6083744802745,-4.6240424286314274
-1.156445,0.674945,1.50341,0.223592,-0.27382,-1.280901,-0.791811,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,92207,106015.71430934727,-13808.71430934727,-14.975776578076793
-1.29873,-0.260384,0.25599,0.223592,-0.436381,-1.020067,-0.87201,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,104489,113172.50705495891,-8683.507054958915,-8.310450913453966
-1.562973,-0.254438,0.968801,0.223592,-0.421445,-1.096783,-1.000329,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,115295,116265.03387260831,-970.0338726083137,-0.8413494710163613
-1.217424,-0.260384,0.612396,0.223592,-0.375942,-1.096783,-1.016368,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,156546,163642.9505040414,-7096.950504041393,-4.533460135705411
-0.709265,-0.262314,0.434193,0.223592,-0.375942,-1.096783,-1.044438,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,134268,125108.14058841235,9159.859411587648,6.822071835126499
-1.136119,-0.262314,-0.545923,0.223592,-0.375942,-1.158156,-1.164737,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,114943,115589.10846554914,-646.1084655491431,-0.562112060368307
-1.319056,-0.262314,-0.456822,0.223592,-0.427003,-1.204185,-1.409344,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,111354,108528.80821112017,2825.1917888798343,2.5371264515687217
-1.481667,-0.262314,-0.100416,0.223592,-0.289104,-1.219528,-1.273005,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,109089,111699.90767855509,-2610.907678555086,-2.3933739227191433
-1.380036,-0.262314,0.25599,0.223592,-0.198097,-1.158156,-1.325135,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,111526,115589.0151386391,-4063.0151386390935,-3.643110251097586
-1.501994,-0.260384,0.523294,0.223592,-0.381499,-1.280901,-1.573752,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,128364,121593.66320518608,6770.33679481392,5.274326754241002
-1.603626,-0.260384,0.345091,0.223592,-0.375942,-1.280901,-1.597811,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,169270,162714.91627982442,6555.0837201755785,3.8725608319108993
-1.562973,-0.260384,-0.278619,0.223592,-0.375942,-1.280901,-1.513602,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,128152,120309.0147717029,7842.985228297097,6.120064632855591
-1.847543,-0.262314,-0.813227,0.223592,-0.560386,-1.188842,-1.365234,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,107463,117375.73476886038,-9912.734768860377,-9.224323505634848
-1.542647,-0.260384,-0.545923,0.223592,-0.595816,-1.296244,-1.441423,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,96929,106367.89342166678,-9438.893421666784,-9.73794573519461
-1.359709,-0.2505,-0.011314,0.223592,-0.748998,-1.250215,-1.485533,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,98312,106694.97638023716,-8382.97638023716,-8.526910631700261
-1.176772,-0.262314,-0.011314,0.223592,-0.648961,-1.388303,-1.232906,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,107859,114202.60843987552,-6343.608439875519,-5.8813899997918755
-0.648285,-0.262314,0.077787,0.223592,-0.611447,-1.388303,-1.236916,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123222,119558.16122636343,3663.8387736365694,2.9733641505872077
-0.526327,-0.260384,0.968801,0.223592,-0.833058,-1.388303,-1.236916,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,169375,165940.95064113595,3434.049358864053,2.0274830163035
-0.343389,-0.262314,0.968801,0.223592,-0.833058,-1.388303,-1.341174,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,134717,122566.4812223038,12150.518777696198,9.019291386904547
-0.160452,-0.262314,0.701497,0.223592,-0.69898,-1.388303,-1.321125,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,108140,113795.03488781833,-5655.034887818329,-5.2293646086723955
-0.018167,-0.262314,0.790598,0.223592,-0.864319,-1.296244,-1.549692,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,91616,109437.07566744367,-17821.07566744367,-19.451925064883504
-0.993834,-0.222933,1.147004,0.223592,-1.017502,-1.311587,-1.541672,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,94090,107089.28844554277,-12999.28844554277,-13.81580236533401
-2.03048,0.190563,0.612396,0.223592,-1.094614,-1.37296,-1.505582,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,93293,105328.88484403664,-12035.884844036642,-12.901166051082763
-2.233744,-0.053597,0.701497,0.223592,-1.019586,-1.342274,-1.565732,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,109103,109593.78826895893,-490.78826895893144,-0.4498393893467012
-1.603626,-0.262314,-0.36772,0.223592,-0.833058,-1.342274,-1.569742,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,155362,169245.44714860222,-13883.447148602223,-8.936192343431614
-1.258077,-0.262314,-0.724126,0.223592,-0.833058,-1.342274,-1.461473,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,127416,122959.78550008233,4456.214499917667,3.4973743485258266
-0.831223,-0.260384,-0.545923,0.223592,-1.056405,-1.388303,-1.633901,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,113020,113712.8922086018,-692.8922086017992,-0.6130704376232519
-0.506001,-0.262314,-0.100416,0.223592,-1.12275,-1.388303,-1.565732,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,104599,108234.9524523313,-3635.952452331301,-3.47608720191522
-0.424695,-0.152048,0.8797,0.223592,-0.993882,-1.434333,-1.605831,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,105700,108040.48609203046,-2340.4860920304636,-2.2142725563202115
-0.038494,-0.262314,0.523294,0.223592,-0.984156,-1.495705,-1.505582,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,108495,115466.45487368022,-6971.454873680224,-6.425600141647288
-0.607633,-0.260384,1.236106,0.223592,-1.003608,-1.434333,-1.377264,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,119593,118163.14737374702,1429.8526262529776,1.1955989282424369
-0.668612,0.233882,1.057903,0.223592,-0.833058,-1.434333,-1.393304,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,146618,157730.07911245342,-11112.079112453415,-7.578932404243282
-1.400362,-0.260384,-1.704242,0.223592,-0.833058,-1.434333,-1.433403,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,134572,133369.5292741972,1202.470725802792,0.893551946766632
-1.644279,-0.260384,-2.060647,0.223592,-0.918506,-1.480362,-1.577762,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,113489,125405.90414743513,-11916.904147435125,-10.500492688661566
-1.501994,-0.260384,-2.149749,0.223592,-0.948031,-1.511048,-1.541672,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,108697,119723.62281205339,-11026.622812053392,-10.144367196935878
-1.217424,-0.262314,-1.971546,0.223592,-1.02167,-1.541735,-1.573752,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,114430,116947.67878232308,-2517.6787823230843,-2.2001911931513454
-1.034487,-0.262314,-1.347836,0.223592,-0.907623,-1.495705,-1.481523,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,118473,124118.01070601045,-5645.010706010449,-4.7648077671793985
-0.810897,-0.262314,-1.704242,0.223592,-0.83271,-1.480362,-1.377264,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,130959,127276.08826276664,3682.9117372333567,2.8122631794938546
-0.668612,-0.262314,-1.436937,0.223592,-0.833058,-1.480362,-1.381274,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,184328,175820.2614036613,8507.738596338691,4.615543268705076
-0.546653,-0.262314,-1.347836,0.223592,-0.833058,-1.495705,-1.469493,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,148384,135713.902911914,12670.097088086011,8.538721889210436
-0.424695,-0.262314,-1.436937,0.223592,-0.770882,-1.526392,-1.417364,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,118900,119127.74630975226,-227.7463097522559,-0.19154441526682583
-0.201105,-0.262314,-1.347836,0.223592,-0.71461,-1.557078,-1.385284,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,114604,116544.4141414951,-1940.414141495101,-1.6931469595259336
-0.119799,-0.262314,0.077787,0.223592,-0.654866,-1.603107,-1.353204,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,116125,113858.42727437176,2266.5727256282407,1.9518387303580114
0.144444,-0.262314,0.166888,0.223592,-0.624646,-1.633794,-1.333155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,117685,117040.0010345079,644.9989654920937,0.5480723673298158
0.124118,-0.203243,0.8797,0.223592,-0.651045,-1.679823,-1.096567,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,126790,121177.21300873545,5612.786991264555,4.426837283117402
-1.623952,-0.215057,0.612396,0.223592,-0.833058,-1.66448,-1.040428,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,159829,164599.57618045076,-4770.576180450764,-2.9848001179077412
-2.193091,-0.175677,0.523294,0.223592,-0.833058,-1.695166,-1.228896,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,127210,119946.72227325849,7263.277726741508,5.7096751251800235
-2.213418,-0.260384,0.523294,0.223592,-0.534334,-1.756539,-1.148697,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,103194,112190.68655995633,-8996.686559956332,-8.718226408469807
-1.705258,-0.262314,-0.813227,0.223592,-0.389488,-1.71051,-1.080528,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,96164,107268.8689277024,-11104.868927702395,-11.547844232459543
-1.197098,-0.262314,-1.169633,0.223592,-0.389141,-1.725853,-1.004339,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,101035,114307.38260848216,-13272.382608482163,-13.136420654705958
-0.79057,-0.262314,-1.704242,0.223592,-0.80388,-1.541735,-1.349194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,118388,121798.25146900075,-3410.251469000752,-2.880571906781728
-0.932855,-0.260384,-0.36772,0.223592,-1.422515,-1.695166,-1.397314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,221472,190288.42028004702,31183.579719952977,14.080145445001163
-1.054813,0.025165,1.236106,0.223592,-1.765352,-1.695166,-1.397314,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,165609,159628.42508209022,5980.574917909777,3.611262019521751
-0.810897,-0.260384,-0.189517,0.223592,-1.765352,-1.695166,-1.164737,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,127602,163031.50753768237,-35429.507537682366,-27.765636539930693
-0.485674,-0.262314,-1.080532,0.223592,-1.81155,-1.526392,-1.661971,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,110273,115214.73460372217,-4941.734603722172,-4.481364072549194
-0.262084,-0.262314,-0.36772,0.223592,-1.971679,-1.66448,-1.465483,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,121718,112859.60674356784,8858.393256432159,7.277800536019454
-0.079146,-0.262314,0.077787,0.223592,-2.025866,-1.112126,-1.754199,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,118235,114794.01970854875,3440.9802914512547,2.910289078065932
0.022486,-0.262314,0.345091,0.223592,-1.950606,-1.342274,-2.058956,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,117509,118701.2383153479,-1192.2383153479022,-1.0145931931578878
0.103791,-0.260384,0.790598,0.223592,-1.876157,-0.881979,-2.123115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,135395,122817.54419816783,12577.45580183217,9.289453673940818
0.022486,0.009412,0.434193,0.223592,-1.765352,-0.881979,-2.155195,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,140422,154477.95788008854,-14055.957880088536,-10.009797524667457
-0.546653,-0.260384,-3.931778,0.223592,-1.765352,-0.881979,-2.191284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,145355,137307.76752432287,8047.232475677127,5.536261205790738
-0.384042,-0.262314,-2.417053,0.223592,-1.7525,-0.881979,-2.123115,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,121891,123516.54659863748,-1625.5465986374766,-1.3336067458938532
0.266402,-0.262314,-2.506155,0.223592,-1.775425,-1.03541,-2.087025,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,113067,121460.91071292086,-8393.910712920857,-7.423837824405758
-0.099473,-0.262314,-0.278619,0.223592,-1.71707,-0.881979,-1.902568,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,111848,114364.40969254597,-2516.4096925459744,-2.2498477331252897
0.002159,-0.262314,0.166888,0.223592,-1.466976,-1.020067,-1.838408,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,114412,115370.0936241291,-958.0936241291056,-0.8374065868345153
0.083465,-0.124482,1.236106,0.223592,-1.765352,-1.020067,-1.838408,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,119678,116987.78998825107,2690.2100117489317,2.2478734702693326
0.368034,-0.258376,0.8797,0.223592,-1.765352,-1.020067,-1.838408,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,161448,160173.59038106882,1274.4096189311822,0.7893622831693067
0.530645,-0.262314,0.25599,0.223592,-1.765352,-1.08144,-1.906578,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,126528,117092.61812147,9435.381878529995,7.457149309662679
0.489993,-0.262314,0.25599,0.223592,-1.46385,-0.958695,-1.994797,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,96263,108734.49364331989,-12471.493643319889,-12.95564613955506
0.571298,-0.262314,0.166888,0.223592,-1.419389,-1.112126,-2.062966,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,111910,110927.71476280194,982.2852371980553,0.8777457217389466
