temperature,rainfall,humidity,crime_overall,oil_price,exchange_taiwan,exchange_usa,month=1,month=2,month=6,month=8,month=9,day_of_week=Saturday,day_of_week=Monday,day_of_week=Tuesday,day_of_week=Wednesday,Holiday_China=Z(No holiday),Holiday_China=C(Qingming Festival),Holiday_China=D(Labor Day),Holiday_China=E(Dragon Boat Festival),Holiday_China=G(National Day),Holiday_China=B(Spring Festival),Holiday_Taiwan=Z(No holiday),Holiday_Taiwan=B(Chinese New Year),Holiday_Macau=C(Cheng Ming Festival),Holiday_Macau=D(Labour Day),Holiday_Macau=H(National Day),Holiday_SouthKorea=R(National Foundation Day ),max_signal=0,typhoon_present_binarized,typhoon_high_signal_binarized,y
0.388361,-0.262314,0.077787,0.358637,0.657779,-0.084134,0.471324,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,130881
0.286729,-0.262314,0.25599,0.358637,1.005479,0.08464,0.471324,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,103257
0.347708,-0.262314,0.25599,0.358637,1.050635,-0.007419,0.527463,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,103118
-0.424695,-0.260384,0.523294,0.358637,0.971091,-0.130164,0.579592,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,104217
0.042812,-0.262314,0.523294,0.358637,1.135042,-0.114821,0.679841,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,102100
0.205423,-0.260384,0.434193,0.358637,0.657779,-0.053448,0.707911,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,101052
0.388361,-0.260384,0.345091,0.358637,0.657779,-0.053448,0.695881,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,136051
0.530645,-0.258376,0.701497,0.358637,0.657779,-0.053448,0.667811,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,93145
0.571298,-0.260384,0.434193,-0.348741,1.28614,-0.176193,0.707911,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,70121
0.510319,-0.262314,0.345091,-0.348741,1.443838,-0.16085,0.860289,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,80419
0.571298,-0.260384,0.345091,-0.348741,1.561938,-0.099478,0.78811,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,94788
0.550972,-0.260384,0.434193,-0.348741,1.637313,-0.176193,0.76405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,186375
0.408687,-0.2505,0.434193,-0.348741,1.76375,-0.252909,0.79212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,173337
-0.018167,-0.155986,1.147004,-0.348741,1.238553,-0.252909,0.820189,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,93750
0.185097,-0.226871,1.057903,-0.348741,1.238553,-0.252909,0.808159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,84918
0.124118,-0.262314,0.968801,-0.348741,1.660239,-0.191537,0.904398,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,98001
-0.323063,-0.260384,0.166888,-0.348741,1.629324,-0.084134,0.852269,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,98104
-0.160452,-0.262314,-0.724126,-0.348741,1.58139,-0.360311,1.052766,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,118908
0.002159,-0.262314,0.077787,-0.348741,1.596673,-0.344968,1.144995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,120367
0.266402,-0.262314,0.166888,-0.348741,1.644608,-0.421684,1.104896,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,134180
0.489993,-0.262314,0.077787,-0.348741,1.238553,-0.421684,1.116926,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,172133
0.652604,-0.262314,0.166888,-0.348741,1.238553,-0.421684,1.128956,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,131363
0.652604,-0.262314,0.25599,-0.348741,1.552212,-0.621145,0.78009,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,110487
0.693257,-0.262314,0.077787,-0.348741,1.562633,-0.682518,0.896378,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,99447
0.794889,-0.262314,0.166888,-0.348741,1.359431,-0.513743,0.820189,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,107628
0.489993,0.076359,0.345091,-0.348741,1.172208,-0.605802,0.896378,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,105887
0.632277,-0.175677,0.345091,-0.348741,1.283014,-0.713204,0.860289,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,120123
0.591625,1.399549,0.434193,-0.348741,1.238553,-0.713204,0.876329,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,145830
-0.119799,2.951145,1.236106,-0.348741,1.238553,-0.713204,0.916428,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,102034
0.144444,0.25751,1.236106,-0.348741,1.031878,-0.759234,1.040737,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,98244
0.185097,1.312911,1.325207,-0.348741,1.140252,-0.682518,1.008657,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,80701
0.286729,-0.260384,1.057903,-0.348741,1.228827,-0.835949,0.864299,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,98477
0.429013,-0.037844,0.8797,-0.348741,1.224659,-0.728547,0.73999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,89218
0.571298,0.722202,1.057903,-0.348741,1.337896,-0.805263,0.75202,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,104221
0.876194,-0.230809,0.790598,-0.348741,1.238553,-0.805263,0.75202,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,122596
0.185097,0.21813,1.236106,-0.348741,1.238553,-0.805263,0.73999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,105839
0.652604,-0.262314,0.790598,-0.348741,1.238553,-0.682518,0.643751,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,109253
0.835541,0.592246,0.434193,-0.348741,1.111074,-0.835949,0.563552,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,134928
-0.160452,1.820921,1.414308,0.469031,0.832498,-0.74389,0.519443,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,208806
0.022486,-0.218995,1.057903,0.469031,0.673063,-0.575116,0.110428,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,216970
-0.038494,-0.260384,0.968801,0.469031,0.619918,-0.529086,0.138498,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,220939
-0.099473,2.695171,1.50341,0.469031,0.545237,-0.529086,0.110428,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,141326
0.16477,-0.053597,0.8797,0.469031,0.545237,-0.529086,0.082358,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,115807
0.652604,-0.262314,0.523294,0.469031,0.582404,-0.483057,0.334985,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,101054
0.550972,-0.262314,0.345091,0.469031,0.586919,-0.575116,0.463304,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,93231
0.44934,-0.260384,-0.011314,0.469031,0.574415,-0.559772,0.298896,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,88031
0.266402,-0.262314,-0.724126,0.469031,0.70363,-0.605802,0.190627,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,94172
0.16477,-0.260384,-0.36772,0.469031,0.659516,-0.682518,0.210677,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,88032
0.44934,-0.260384,0.434193,0.469031,0.545237,-0.682518,0.210677,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,92249
0.530645,-0.140234,0.790598,0.469031,0.545237,-0.682518,0.202657,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,101208
0.388361,-0.234747,0.434193,0.469031,0.61436,-0.636488,0.134488,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,87522
0.205423,-0.262314,-1.080532,0.469031,0.608455,-0.529086,0.086368,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,84551
0.388361,-0.262314,-1.258735,0.469031,0.545932,-0.283596,0.006169,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,86920
0.347708,-0.262314,-1.436937,0.469031,0.668547,-0.390998,-0.322647,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,96080
0.286729,-0.260384,-0.456822,0.469031,0.751912,-0.437027,-0.278537,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,109298
0.368034,-0.260384,-0.456822,0.469031,0.545237,-0.437027,-0.274527,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,149443
0.124118,0.426847,0.612396,0.469031,0.545237,-0.45237,-0.302597,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,96816
0.002159,0.946671,1.414308,0.469031,0.787689,-0.529086,-0.454975,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,84313
0.16477,1.521628,1.681613,0.469031,0.544542,-0.529086,-0.218388,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,79487
0.327381,-0.260384,1.325207,0.469031,0.503902,-0.513743,-0.182299,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,86348
0.286729,-0.163862,1.325207,0.469031,0.428527,-0.483057,-0.02992,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,86956
0.16477,0.430785,1.414308,0.469031,0.415675,-0.483057,0.038249,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,108152
0.368034,0.044855,1.325207,0.469031,0.545237,-0.483057,-0.013881,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,139920
0.591625,-0.2505,0.968801,0.469031,0.545237,-0.483057,0.094388,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,114026
0.794889,0.001536,0.790598,0.469031,0.545237,-0.45237,-0.08606,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,87385
0.733909,0.088174,0.612396,0.469031,0.648748,-0.421684,0.026219,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,80234
0.266402,-0.262314,-0.545923,0.469031,0.768932,-0.636488,0.154537,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,83771
0.205423,-0.116606,0.8797,0.469031,0.599077,-0.590459,0.302906,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,83536
0.550972,0.265386,1.325207,0.469031,0.459094,-0.713204,0.359045,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,92219
0.530645,1.872116,1.057903,0.725188,0.446589,-0.713204,0.395134,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,116452
0.713583,-0.136296,0.701497,0.725188,0.446589,-0.713204,0.423204,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,95842
0.16477,0.076359,1.325207,0.725188,0.205179,-0.529086,0.411174,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,79953
-0.079146,-0.14811,0.8797,0.725188,-0.106744,-0.575116,0.162557,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,73369
-0.018167,0.072421,1.236106,0.725188,-0.099102,-0.513743,0.014189,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,81288
0.408687,-0.260384,1.057903,0.725188,0.096458,-0.4984,-0.005861,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,93929
0.22575,-0.199305,1.414308,0.725188,0.198927,-0.667175,0.086368,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,112035
0.368034,0.005474,1.236106,0.725188,0.446589,-0.667175,0.082358,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,170479
0.429013,1.056937,1.50341,0.725188,0.446589,-0.667175,0.138498,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,142326
0.815215,-0.254438,0.790598,0.725188,0.333352,-0.636488,0.138498,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,99996
0.937173,-0.238686,0.701497,0.725188,0.513281,-0.605802,0.146517,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,85888
1.018479,0.064545,0.612396,0.725188,0.587961,-0.483057,0.010179,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,90603
1.099784,-0.069349,0.612396,0.725188,0.575457,-0.590459,0.046269,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,92947
1.059132,0.997866,0.523294,0.725188,0.570941,-0.590459,0.038249,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,100015
0.754236,0.852158,0.8797,0.725188,0.446589,-0.590459,0.038249,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,128193
0.876194,0.426847,0.8797,0.725188,0.446589,-0.590459,0.118448,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,99572
1.140437,-0.260384,0.345091,0.725188,0.722734,-0.575116,0.050279,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,94883
1.099784,-0.081163,0.434193,0.725188,0.932188,-0.590459,-0.09007,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,89459
1.120111,0.107864,0.345091,0.725188,0.446589,-0.682518,-0.09408,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,93689
1.120111,-0.065411,0.523294,0.725188,0.944924,-0.636488,-0.170269,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,94358
1.282722,-0.262314,-0.011314,0.725188,0.945735,-0.651831,-0.178289,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,105524
1.364028,-0.262314,-0.100416,0.725188,0.446589,-0.651831,-0.190318,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,140979
1.221743,-0.077225,0.166888,0.725188,0.446589,-0.651831,-0.154229,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,115363
1.282722,-0.2505,0.077787,0.725188,0.945735,-0.621145,-0.04596,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,97580
1.140437,0.485918,0.25599,0.725188,0.976302,-0.74389,0.014189,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,91681
1.201416,-0.262314,0.25599,0.725188,0.920378,-0.881979,-0.04195,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,96252
1.262396,-0.207181,0.25599,0.725188,0.981512,-0.805263,0.002159,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,97000
1.323375,-0.199305,-0.100416,0.725188,1.046814,-0.805263,-0.017891,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,104590
0.9575,0.348086,0.523294,0.725188,0.446589,-0.805263,-0.013881,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,137691
1.18109,0.080298,0.25599,0.725188,0.446589,-0.805263,0.002159,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,110676
1.242069,-0.163862,0.166888,1.246075,1.137821,-0.805263,0.110428,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,96811
1.221743,-0.053597,0.25599,1.246075,1.265299,-0.866636,0.130478,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,97045
1.221743,-0.262314,0.166888,1.246075,1.26773,-0.928008,0.050279,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,96771
1.160764,-0.061473,0.166888,1.246075,0.671673,-0.805263,0.022209,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,100651
1.262396,-0.203243,-0.011314,1.246075,1.297603,-0.651831,0.214687,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,110365
1.282722,-0.254438,0.077787,1.246075,0.671673,-0.651831,0.194637,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,153248
1.445333,-0.260384,-0.189517,1.246075,0.671673,-0.651831,0.186617,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,129474
1.343701,-0.254438,-0.36772,1.246075,1.187839,-0.728547,-0.013881,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,116032
1.323375,-0.260384,-0.36772,1.246075,1.057235,-0.78992,0.082358,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,111018
1.242069,0.159059,-0.100416,1.246075,1.055151,-0.866636,0.034239,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,115100
1.160764,-0.00634,0.166888,1.246075,1.140599,-0.697861,-0.021901,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,114964
1.018479,0.698573,0.701497,1.246075,1.178461,-0.820606,-0.05398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,123137
1.262396,0.052731,-0.011314,1.246075,0.671673,-0.820606,-0.07002,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,170361
1.18109,3.281942,0.523294,1.246075,0.671673,-0.820606,-0.110119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,148621
1.059132,0.273263,0.790598,1.246075,1.084328,-0.881979,-0.118139,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,126650
0.916847,0.355962,0.8797,1.246075,0.965881,-0.912665,-0.158239,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,121312
1.018479,0.277201,0.612396,1.246075,1.050635,-0.805263,-0.08606,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,121329
0.794889,0.509546,1.057903,1.246075,1.211112,-0.943351,0.018199,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,119150
0.916847,1.332601,1.147004,1.246075,0.97526,-1.096783,0.062308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,130337
1.18109,-0.116606,0.790598,1.246075,0.671673,-1.096783,0.046269,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,177558
1.140437,-0.077225,0.612396,1.246075,0.671673,-1.127469,0.030229,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,149799
1.242069,-0.254438,0.345091,1.246075,0.587614,-1.158156,-0.09007,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,126671
1.262396,-0.262314,-0.011314,1.246075,0.466735,-1.08144,-0.02591,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,125944
1.18109,-0.262314,0.345091,1.246075,0.46222,-1.050754,-0.03393,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,128112
1.303048,-0.260384,0.166888,1.246075,0.463262,-1.020067,-0.114129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,122970
1.079458,-0.108729,0.790598,1.246075,0.461525,-1.142813,-0.126159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,135786
0.855868,1.104194,1.057903,1.246075,0.671673,-1.142813,-0.122149,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,160280
0.530645,2.470702,1.592511,1.246075,0.671673,-1.142813,-0.106109,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,135798
0.632277,0.001536,1.147004,1.246075,0.318416,-1.158156,-0.009871,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,124420
0.632277,0.899415,1.147004,1.246075,0.149603,-1.112126,0.122458,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,116871
0.733909,1.635832,1.057903,1.246075,0.35072,-0.928008,0.122458,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,115357
1.160764,-0.171738,0.25599,0.730547,0.458399,-1.066097,0.206667,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,132753
1.079458,-0.246562,0.434193,0.730547,0.13154,-0.897322,-0.07804,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,144884
1.201416,-0.262314,-0.011314,0.730547,0.102015,-0.897322,-0.062,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,201040
