temperature,rainfall,humidity,crime_overall,oil_price,exchange_taiwan,exchange_usa,month=1,month=2,month=6,month=8,month=9,day_of_week=Saturday,day_of_week=Monday,day_of_week=Tuesday,day_of_week=Wednesday,Holiday_China=Z(No holiday),Holiday_China=C(Qingming Festival),Holiday_China=D(Labor Day),Holiday_China=E(Dragon Boat Festival),Holiday_China=G(National Day),Holiday_China=B(Spring Festival),Holiday_Taiwan=Z(No holiday),Holiday_Taiwan=B(Chinese New Year),Holiday_Macau=C(Cheng Ming Festival),Holiday_Macau=D(Labour Day),Holiday_Macau=H(National Day),Holiday_SouthKorea=R(National Foundation Day ),max_signal=0,typhoon_present_binarized,typhoon_high_signal_binarized,y
1.262396,-0.262314,-0.011314,0.730547,0.102015,-0.912665,-0.110119,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,172702
1.485986,-0.262314,-0.011314,0.730547,-0.129321,-1.08144,-0.85597,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,143969
1.242069,0.143307,0.166888,0.730547,-0.105701,-1.173499,-0.619383,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,132577
1.262396,-0.262314,0.25599,0.730547,-0.011569,-0.989381,-0.483045,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,134428
1.262396,-0.262314,0.077787,0.730547,0.204484,-0.759234,-0.531164,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,140038
1.201416,-0.262314,-0.011314,0.730547,0.304869,-0.774577,-0.511115,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,143837
1.221743,-0.260384,0.25599,0.730547,0.102015,-0.774577,-0.462995,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,198072
1.18109,-0.262314,0.434193,0.730547,0.102015,-0.774577,-0.467005,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,165509
0.9575,0.560741,0.790598,0.730547,0.588656,-0.78992,-0.715622,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,140481
1.059132,-0.065411,0.523294,0.730547,0.672716,-0.667175,-0.85597,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,137190
0.9575,-0.258376,0.523294,0.730547,0.507723,-0.575116,-0.699582,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,131977
0.652604,0.052731,1.057903,0.730547,0.493134,-0.78992,-0.515125,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,130554
0.652604,-0.246562,0.701497,0.730547,0.396223,-0.4984,-0.615373,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,137574
0.571298,4.313715,1.414308,0.730547,0.102015,-0.4984,-0.603343,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,159405
0.774562,1.017556,0.968801,0.730547,0.102015,-0.483057,-0.607353,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,147764
0.713583,0.497732,1.057903,0.730547,0.164886,-0.20688,-0.839931,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,126961
0.611951,0.186625,1.147004,0.730547,-0.121217,-0.191537,-0.827901,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,128271
0.530645,-0.108729,0.968801,0.730547,-0.219633,-0.20688,-0.691562,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,122321
0.89652,-0.262314,0.612396,0.730547,-0.229706,-0.314282,-0.519134,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,142735
0.977826,-0.262314,0.523294,0.730547,-0.042831,-0.038105,-0.531164,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,159189
1.160764,-0.262314,0.077787,0.730547,0.102015,-0.038105,-0.511115,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,196213
1.140437,-0.262314,-0.100416,0.730547,0.102015,-0.022762,-0.555224,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,168530
1.18109,-0.262314,-0.100416,0.730547,0.282986,-0.053448,-0.507105,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,135215
1.242069,-0.262314,-0.189517,0.730547,0.296185,-0.16085,-0.262498,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,122386
1.262396,-0.260384,-0.100416,0.730547,0.107573,-0.237566,-0.346707,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,115658
1.221743,-0.260384,-0.011314,0.730547,0.148561,-0.114821,-0.475025,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,106124
1.18109,0.655255,0.523294,0.730547,0.089511,-0.268252,-0.454975,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,108823
1.038805,0.033041,0.701497,0.730547,0.102015,-0.268252,-0.446955,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,126989
1.140437,-0.260384,0.523294,-0.289793,-0.769145,-0.20688,-0.426906,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,101986
1.242069,-0.260384,0.166888,-0.289793,-0.769145,-0.344968,-0.499085,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,87735
1.160764,1.135698,0.166888,-0.289793,-0.293619,-0.360311,-0.386806,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,86992
1.059132,-0.238686,-0.100416,-0.289793,-0.598942,-0.360311,-0.515125,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,83938
1.201416,0.58437,-0.456822,-0.289793,-0.65695,-0.314282,-0.623393,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,74503
0.632277,3.049597,1.236106,-0.289793,-0.785818,-0.314282,-0.667503,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,59339
0.9575,-0.033906,1.057903,-0.289793,-0.769145,-0.314282,-0.579284,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,102172
0.754236,1.226274,1.325207,-0.289793,-0.769145,-0.314282,-0.515125,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,104294
0.67293,0.249634,0.790598,-0.289793,-0.826805,-0.406341,-0.471015,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,91270
0.998152,-0.262314,0.077787,-0.289793,-0.976514,-0.45237,-0.479035,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,89434
1.201416,-0.262314,-0.011314,-0.289793,-1.034869,-0.390998,-0.454975,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,89196
1.079458,-0.262314,0.077787,-0.289793,-0.818121,-0.360311,-0.242448,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,86937
1.201416,-0.258376,-0.278619,-0.289793,-0.703495,-0.191537,-0.398836,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,100407
0.9575,1.990258,-0.011314,-0.289793,-0.769145,-0.191537,-0.402846,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,118992
0.977826,-0.1678,-0.011314,-0.289793,-0.769145,-0.191537,-0.446955,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,176205
0.815215,0.816715,0.434193,-0.289793,-0.635761,-0.130164,-0.671513,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,170223
1.282722,0.367776,-0.189517,-0.289793,-0.475632,-0.222223,-0.627403,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94372
1.059132,-0.260384,-0.278619,-0.289793,-0.591648,-0.252909,-0.655473,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,85180
1.160764,-0.262314,-0.100416,-0.289793,-0.556912,-0.191537,-0.607353,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,93913
1.079458,-0.081163,0.25599,-0.289793,-0.451665,-0.268252,-0.727652,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,96901
0.652604,2.608534,1.236106,-0.289793,-0.769145,-0.268252,-0.731662,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,125549
0.530645,1.001804,1.057903,-0.289793,-0.769145,-0.268252,-0.715622,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,108990
0.246076,0.718264,1.236106,-0.289793,-0.485358,-0.329625,-0.89607,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,93473
0.44934,2.691233,1.325207,-0.289793,-0.411024,-0.114821,-1.040428,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,87515
0.815215,-0.049659,0.612396,-0.289793,-0.51002,-0.329625,-1.008349,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,89838
0.998152,-0.262314,0.166888,-0.289793,-0.780955,-0.022762,-1.236916,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,90816
1.099784,-0.262314,-0.011314,-0.289793,-0.888634,0.099983,-1.493553,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,100253
0.937173,-0.211119,0.345091,-0.289793,-0.769145,0.099983,-1.493553,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,131517
0.9575,-0.132358,-0.011314,-0.289793,-0.769145,0.115327,-1.477513,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,101977
1.221743,-0.262314,-0.456822,-0.289793,-0.804227,-0.084134,-1.425383,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,138271
1.303048,-0.262314,-1.61514,0.99099,-0.714263,-0.283596,-1.501573,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,244572
0.591625,-0.262314,-1.971546,0.99099,-0.475979,-0.375655,-1.866478,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,241298
0.327381,-0.262314,-2.417053,0.99099,-0.264094,-0.483057,-1.74618,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,220762
0.510319,-0.262314,-2.327952,0.99099,0.00962,-0.728547,-1.70608,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,209975
0.693257,-0.262314,-1.169633,0.99099,-0.534334,-0.728547,-1.70608,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,186625
0.9575,-0.262314,-0.545923,0.99099,-0.534334,-0.74389,-1.754199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,152534
0.977826,-0.262314,-0.902329,0.99099,0.200663,-0.559772,-1.69405,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,126380
0.754236,-0.262314,-1.258735,0.99099,0.177738,-0.575116,-1.401324,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,96814
0.388361,-0.260384,-0.724126,0.99099,-0.133837,-0.651831,-1.441423,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,97043
0.510319,-0.260384,-0.724126,0.99099,0.06207,-0.636488,-1.577762,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104064
0.16477,0.080298,0.25599,0.99099,0.169749,-0.590459,-1.589791,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,94403
0.510319,-0.262314,-0.813227,0.99099,-0.534334,-0.575116,-1.766229,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,115963
0.611951,-0.262314,-0.278619,0.99099,-0.534334,-0.590459,-1.894548,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,119300
0.713583,-0.262314,-0.100416,0.99099,-0.024768,-0.605802,-1.866478,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,109042
0.733909,-0.262314,-0.100416,0.99099,-0.439507,-0.621145,-1.73816,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,98515
0.754236,-0.260384,-0.189517,0.99099,-0.506546,-0.559772,-1.565732,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,103010
0.67293,-0.260384,0.077787,0.99099,-0.523219,-0.467713,-1.417364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,105004
0.774562,-0.260384,0.166888,0.99099,-0.593037,-0.45237,-1.553702,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,118516
0.9575,-0.262314,-0.189517,0.99099,-0.534334,-0.45237,-1.553702,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,169163
0.693257,-0.187491,-0.100416,0.99099,-0.534334,-0.45237,-1.577762,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,130049
0.67293,-0.260384,-0.100416,0.99099,-0.594079,-0.513743,-1.441423,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,105307
0.774562,-0.262314,-1.080532,0.99099,-0.440781,-0.421684,-1.465483,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,97696
0.246076,-0.262314,-1.704242,0.99099,-0.452707,-0.437027,-1.573752,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,107321
0.063138,-0.262314,-3.040763,0.99099,-0.473548,-0.421684,-1.617861,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,107387
0.307055,-0.262314,-2.773459,0.99099,-0.449233,-0.483057,-1.573752,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,117197
0.429013,-0.234747,-0.813227,0.99099,-0.534334,-0.483057,-1.569742,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,164837
0.571298,-0.260384,-0.278619,0.99099,-0.534334,-0.483057,-1.569742,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,128362
0.266402,-0.260384,-0.813227,0.99099,-0.811869,-0.406341,-1.529642,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,110769
0.16477,-0.260384,-0.635025,0.99099,-0.92059,-0.513743,-1.593801,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,103462
0.347708,-0.262314,-1.080532,0.99099,-0.846952,-0.237566,-1.521622,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,103260
0.530645,-0.262314,-2.149749,0.99099,-0.677444,-0.191537,-1.381274,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,101755
0.469666,-0.262314,-1.793343,0.430447,-0.561428,-0.268252,-1.248946,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,109892
0.124118,-0.262314,-1.080532,0.430447,-0.840005,-0.283596,-1.236916,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,155209
0.307055,-0.262314,-0.278619,0.430447,-0.840005,-0.283596,-1.140677,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,115562
0.347708,-0.260384,-0.100416,0.430447,-0.4732,-0.298939,-1.477513,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,103012
0.307055,-0.260384,-0.813227,0.430447,-0.322797,-0.191537,-1.601821,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,94914
0.103791,-0.260384,-1.080532,0.430447,-0.378721,-0.728547,-1.337165,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,105041
-0.119799,-0.260384,-1.971546,0.430447,-0.317934,-0.437027,-1.537662,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,101126
-0.079146,-0.262314,-2.506155,0.430447,-0.418666,-0.651831,-1.401324,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,113330
0.144444,-0.187491,-0.902329,0.430447,-0.840005,-0.651831,-1.405334,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,156338
0.083465,-0.018154,0.345091,0.430447,-0.840005,-0.651831,-1.365234,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,129597
0.083465,-0.262314,0.077787,0.430447,-0.697938,-0.805263,-1.385284,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,109004
0.286729,-0.262314,-0.100416,0.430447,-0.825416,-0.866636,-1.277015,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,104791
0.103791,0.320519,0.523294,0.430447,-0.858414,-0.866636,-1.116617,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,103276
0.063138,-0.014216,1.057903,0.430447,-0.794502,-0.989381,-1.124637,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,90747
-0.05882,1.179017,1.592511,0.430447,-0.893844,-0.866636,-0.960229,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,120276
0.205423,1.049061,1.057903,0.430447,-0.840005,-0.866636,-0.964239,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,172017
-0.038494,-0.022092,1.057903,0.430447,-0.840005,-0.881979,-0.91612,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,132024
-0.05882,-0.260384,-0.278619,0.430447,-0.897318,-0.851293,-1.044438,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,115350
-0.892202,0.025165,0.612396,0.430447,-0.712526,-0.713204,-1.052458,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,93913
-1.29873,2.643976,1.681613,0.430447,-0.711253,-0.881979,-1.080528,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,93045
-1.07514,-0.041782,0.790598,0.430447,-0.644445,-0.928008,-1.048448,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,100565
-0.871876,-0.260384,-0.189517,0.430447,-0.513841,-0.989381,-1.004339,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,125605
-0.831223,-0.260384,-0.456822,0.430447,-0.840005,-0.989381,-0.992309,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,170887
-0.627959,-0.222933,-0.189517,0.430447,-0.840005,-0.989381,-1.088548,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,131493
-0.445021,-0.260384,0.166888,0.430447,-0.572196,-0.74389,-1.096567,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,105971
-0.749917,-0.215057,-1.169633,0.430447,-0.726073,-0.805263,-1.080528,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,102281
-1.07514,-0.262314,-2.773459,0.430447,-0.754556,-0.881979,-1.136667,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,105717
-1.07514,-0.262314,-3.575372,0.430447,-0.840005,-0.912665,-1.036418,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,109402
-1.156445,-0.262314,-3.753575,0.430447,-0.786165,-0.851293,-1.120627,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,122732
-1.115792,-0.262314,-1.882445,0.430447,-0.840005,-0.851293,-1.108597,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,175640
-0.973508,-0.262314,-0.635025,0.418657,-0.849731,-0.851293,-1.028398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,141937
-0.709265,-0.262314,-0.724126,0.418657,-0.828195,-1.020067,-1.136667,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,107806
-0.526327,-0.262314,-0.189517,0.418657,-0.719821,-0.912665,-1.060478,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,99305
-0.465348,-0.262314,-0.278619,0.418657,-0.67397,-0.78992,-1.008349,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,107754
-0.56698,-0.262314,-0.011314,0.418657,-0.791028,-0.74389,-1.112607,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,113191
-0.627959,-0.262314,-0.456822,0.418657,-0.896276,-0.820606,-1.196816,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,129325
-0.770244,-0.262314,-0.902329,0.418657,-0.849731,-0.820606,-1.192806,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,185770
-1.258077,-0.262314,-0.99143,0.418657,-0.849731,-0.805263,-1.180776,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,152968
-1.176772,-0.262314,-0.545923,0.418657,-0.884118,-0.805263,-1.385284,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,120950
-0.79057,-0.262314,-0.278619,0.418657,-0.811522,-0.943351,-1.389294,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,109418
-0.445021,-0.262314,-0.36772,0.418657,-0.669107,-0.943351,-1.453453,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,112423
-1.01416,-0.262314,-0.99143,0.418657,-0.576711,-0.912665,-1.385284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,114368
